Running with `allow_variable_horizon` set to True. Some algorithms are biased towards shorter or longer episodes, which may significantly confound results. Additionally, even unbiased algorithms can exploit the information leak from the termination condition, producing spuriously high performance. See https://imitation.readthedocs.io/en/latest/guide/variable_horizon.html for more information.
--------------------------------------
| mean/                   |          |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 188      |
|    gen/rollout/ep_re... | 112      |
|    gen/time/episodes    | 7.92e+03 |
|    gen/time/fps         | 9.59e+03 |
|    gen/time/time_ela... | 742      |
|    gen/time/total_ti... | 1.56e+06 |
|    gen/train/actor_loss | -0.872   |
|    gen/train/critic_... | 0.000476 |
|    gen/train/ent_coef   | 0.00011  |
|    gen/train/ent_coe... | 0.0121   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.56e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.886    |
|    disc/disc_acc_expert | 0.965    |
|    disc/disc_acc_gen    | 0.807    |
|    disc/disc_entropy    | 0.572    |
|    disc/disc_loss       | 0.421    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 32       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 182      |
|    gen/rollout/ep_re... | 105      |
|    gen/time/episodes    | 8.2e+03  |
|    gen/time/fps         | 5.51e+03 |
|    gen/time/time_ela... | 736      |
|    gen/time/total_ti... | 1.61e+06 |
|    gen/train/actor_loss | -0.853   |
|    gen/train/critic_... | 0.000446 |
|    gen/train/ent_coef   | 0.000109 |
|    gen/train/ent_coe... | -0.0136  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.61e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.891    |
|    disc/disc_acc_expert | 0.965    |
|    disc/disc_acc_gen    | 0.816    |
|    disc/disc_entropy    | 0.563    |
|    disc/disc_loss       | 0.404    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 33       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 185      |
|    gen/rollout/ep_re... | 102      |
|    gen/time/episodes    | 8.48e+03 |
|    gen/time/fps         | 5.73e+03 |
|    gen/time/time_ela... | 736      |
|    gen/time/total_ti... | 1.66e+06 |
|    gen/train/actor_loss | -0.843   |
|    gen/train/critic_... | 0.000466 |
|    gen/train/ent_coef   | 0.000108 |
|    gen/train/ent_coe... | 0.00155  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.66e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.911    |
|    disc/disc_acc_expert | 0.965    |
|    disc/disc_acc_gen    | 0.857    |
|    disc/disc_entropy    | 0.557    |
|    disc/disc_loss       | 0.378    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 34       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 188      |
|    gen/rollout/ep_re... | 95.8     |
|    gen/time/episodes    | 8.75e+03 |
|    gen/time/fps         | 5.84e+03 |
|    gen/time/time_ela... | 761      |
|    gen/time/total_ti... | 1.72e+06 |
|    gen/train/actor_loss | -0.827   |
|    gen/train/critic_... | 0.000444 |
|    gen/train/ent_coef   | 0.000109 |
|    gen/train/ent_coe... | 0.0064   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.71e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.911    |
|    disc/disc_acc_expert | 0.967    |
|    disc/disc_acc_gen    | 0.855    |
|    disc/disc_entropy    | 0.539    |
|    disc/disc_loss       | 0.356    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 35       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 189      |
|    gen/rollout/ep_re... | 91.4     |
|    gen/time/episodes    | 9.02e+03 |
|    gen/time/fps         | 6.07e+03 |
|    gen/time/time_ela... | 741      |
|    gen/time/total_ti... | 1.77e+06 |
|    gen/train/actor_loss | -0.824   |
|    gen/train/critic_... | 0.000459 |
|    gen/train/ent_coef   | 0.000113 |
|    gen/train/ent_coe... | 0.0123   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.76e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.92     |
|    disc/disc_acc_expert | 0.97     |
|    disc/disc_acc_gen    | 0.87     |
|    disc/disc_entropy    | 0.523    |
|    disc/disc_loss       | 0.335    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 36       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 191      |
|    gen/rollout/ep_re... | 85.4     |
|    gen/time/episodes    | 9.29e+03 |
|    gen/time/fps         | 5.84e+03 |
|    gen/time/time_ela... | 731      |
|    gen/time/total_ti... | 1.82e+06 |
|    gen/train/actor_loss | -0.818   |
|    gen/train/critic_... | 0.000478 |
|    gen/train/ent_coef   | 0.000116 |
|    gen/train/ent_coe... | 0.016    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.81e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.921    |
|    disc/disc_acc_expert | 0.973    |
|    disc/disc_acc_gen    | 0.87     |
|    disc/disc_entropy    | 0.507    |
|    disc/disc_loss       | 0.32     |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 37       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 188      |
|    gen/rollout/ep_re... | 80.6     |
|    gen/time/episodes    | 9.56e+03 |
|    gen/time/fps         | 5.81e+04 |
|    gen/time/time_ela... | 692      |
|    gen/time/total_ti... | 1.87e+06 |
|    gen/train/actor_loss | -0.807   |
|    gen/train/critic_... | 0.000475 |
|    gen/train/ent_coef   | 0.000117 |
|    gen/train/ent_coe... | 0.011    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.86e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.884    |
|    disc/disc_acc_expert | 0.976    |
|    disc/disc_acc_gen    | 0.791    |
|    disc/disc_entropy    | 0.498    |
|    disc/disc_loss       | 0.355    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 38       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 175      |
|    gen/rollout/ep_re... | 88.6     |
|    gen/time/episodes    | 9.84e+03 |
|    gen/time/fps         | 1.7e+04  |
|    gen/time/time_ela... | 645      |
|    gen/time/total_ti... | 1.92e+06 |
|    gen/train/actor_loss | -0.802   |
|    gen/train/critic_... | 0.000512 |
|    gen/train/ent_coef   | 0.000121 |
|    gen/train/ent_coe... | -0.00246 |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.92e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.878    |
|    disc/disc_acc_expert | 0.977    |
|    disc/disc_acc_gen    | 0.779    |
|    disc/disc_entropy    | 0.494    |
|    disc/disc_loss       | 0.353    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 39       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 175      |
|    gen/rollout/ep_re... | 88       |
|    gen/time/episodes    | 1.01e+04 |
|    gen/time/fps         | 1.17e+04 |
|    gen/time/time_ela... | 622      |
|    gen/time/total_ti... | 1.97e+06 |
|    gen/train/actor_loss | -0.786   |
|    gen/train/critic_... | 0.000496 |
|    gen/train/ent_coef   | 0.00012  |
|    gen/train/ent_coe... | -0.00568 |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.97e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.844    |
|    disc/disc_acc_expert | 0.975    |
|    disc/disc_acc_gen    | 0.713    |
|    disc/disc_entropy    | 0.488    |
|    disc/disc_loss       | 0.385    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 40       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 183      |
|    gen/rollout/ep_re... | 107      |
|    gen/time/episodes    | 1.04e+04 |
|    gen/time/fps         | 1.71e+05 |
|    gen/time/time_ela... | 567      |
|    gen/time/total_ti... | 2.02e+06 |
|    gen/train/actor_loss | -0.762   |
|    gen/train/critic_... | 0.000457 |
|    gen/train/ent_coef   | 0.000113 |
|    gen/train/ent_coe... | -0.00842 |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 2.02e+06 |
--------------------------------------
