Running with `allow_variable_horizon` set to True. Some algorithms are biased towards shorter or longer episodes, which may significantly confound results. Additionally, even unbiased algorithms can exploit the information leak from the termination condition, producing spuriously high performance. See https://imitation.readthedocs.io/en/latest/guide/variable_horizon.html for more information.
--------------------------------------
| mean/                   |          |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 151      |
|    gen/rollout/ep_re... | 5.38     |
|    gen/time/episodes    | 3.26e+03 |
|    gen/time/fps         | 1.27e+05 |
|    gen/time/time_ela... | 10.5     |
|    gen/time/total_ti... | 6.06e+05 |
|    gen/train/actor_loss | -0.466   |
|    gen/train/critic_... | 0.00214  |
|    gen/train/ent_coef   | 0.000271 |
|    gen/train/ent_coe... | 0.00504  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.02e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 1        |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 1        |
|    disc/disc_entropy    | 0.0586   |
|    disc/disc_loss       | 0.0163   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 593      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 146      |
|    gen/rollout/ep_re... | 5.85     |
|    gen/time/episodes    | 3.27e+03 |
|    gen/time/fps         | 1.52e+05 |
|    gen/time/time_ela... | 6.5      |
|    gen/time/total_ti... | 6.06e+05 |
|    gen/train/actor_loss | -0.463   |
|    gen/train/critic_... | 0.00212  |
|    gen/train/ent_coef   | 0.000271 |
|    gen/train/ent_coe... | -0.159   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.03e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.977    |
|    disc/disc_acc_expert | 0.984    |
|    disc/disc_acc_gen    | 0.969    |
|    disc/disc_entropy    | 0.063    |
|    disc/disc_loss       | 0.0656   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 594      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 143      |
|    gen/rollout/ep_re... | 6.33     |
|    gen/time/episodes    | 3.28e+03 |
|    gen/time/fps         | 1.96e+05 |
|    gen/time/time_ela... | 8        |
|    gen/time/total_ti... | 6.08e+05 |
|    gen/train/actor_loss | -0.461   |
|    gen/train/critic_... | 0.00209  |
|    gen/train/ent_coef   | 0.000267 |
|    gen/train/ent_coe... | -0.0584  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.04e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.984    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.969    |
|    disc/disc_entropy    | 0.0531   |
|    disc/disc_loss       | 0.038    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 595      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 144      |
|    gen/rollout/ep_re... | 6.43     |
|    gen/time/episodes    | 3.28e+03 |
|    gen/time/fps         | 5.9e+04  |
|    gen/time/time_ela... | 10       |
|    gen/time/total_ti... | 6.09e+05 |
|    gen/train/actor_loss | -0.457   |
|    gen/train/critic_... | 0.00207  |
|    gen/train/ent_coef   | 0.000266 |
|    gen/train/ent_coe... | -0.214   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.05e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.984    |
|    disc/disc_acc_expert | 0.984    |
|    disc/disc_acc_gen    | 0.984    |
|    disc/disc_entropy    | 0.0716   |
|    disc/disc_loss       | 0.062    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 596      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 145      |
|    gen/rollout/ep_re... | 6.81     |
|    gen/time/episodes    | 3.29e+03 |
|    gen/time/fps         | 7.36e+04 |
|    gen/time/time_ela... | 11       |
|    gen/time/total_ti... | 6.1e+05  |
|    gen/train/actor_loss | -0.455   |
|    gen/train/critic_... | 0.00206  |
|    gen/train/ent_coef   | 0.000265 |
|    gen/train/ent_coe... | 0.239    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.06e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.992    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.984    |
|    disc/disc_entropy    | 0.0562   |
|    disc/disc_loss       | 0.0252   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 597      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 144      |
|    gen/rollout/ep_re... | 7.03     |
|    gen/time/episodes    | 3.3e+03  |
|    gen/time/fps         | 6.86e+04 |
|    gen/time/time_ela... | 8        |
|    gen/time/total_ti... | 6.11e+05 |
|    gen/train/actor_loss | -0.452   |
|    gen/train/critic_... | 0.00211  |
|    gen/train/ent_coef   | 0.000264 |
|    gen/train/ent_coe... | -0.253   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.07e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.984    |
|    disc/disc_acc_expert | 0.984    |
|    disc/disc_acc_gen    | 0.984    |
|    disc/disc_entropy    | 0.0603   |
|    disc/disc_loss       | 0.028    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 598      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 149      |
|    gen/rollout/ep_re... | 7.23     |
|    gen/time/episodes    | 3.3e+03  |
|    gen/time/fps         | 2.39e+05 |
|    gen/time/time_ela... | 9        |
|    gen/time/total_ti... | 6.12e+05 |
|    gen/train/actor_loss | -0.45    |
|    gen/train/critic_... | 0.0021   |
|    gen/train/ent_coef   | 0.000264 |
|    gen/train/ent_coe... | -0.0848  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.08e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.977    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.953    |
|    disc/disc_entropy    | 0.0588   |
|    disc/disc_loss       | 0.0838   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 599      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 149      |
|    gen/rollout/ep_re... | 7.42     |
|    gen/time/episodes    | 3.31e+03 |
|    gen/time/fps         | 4.96e+04 |
|    gen/time/time_ela... | 15       |
|    gen/time/total_ti... | 6.13e+05 |
|    gen/train/actor_loss | -0.445   |
|    gen/train/critic_... | 0.00215  |
|    gen/train/ent_coef   | 0.000262 |
|    gen/train/ent_coe... | 0.139    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.09e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.977    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.953    |
|    disc/disc_entropy    | 0.0753   |
|    disc/disc_loss       | 0.081    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 600      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 148      |
|    gen/rollout/ep_re... | 8.09     |
|    gen/time/episodes    | 3.32e+03 |
|    gen/time/fps         | 4.22e+04 |
|    gen/time/time_ela... | 14       |
|    gen/time/total_ti... | 6.14e+05 |
|    gen/train/actor_loss | -0.443   |
|    gen/train/critic_... | 0.00217  |
|    gen/train/ent_coef   | 0.000267 |
|    gen/train/ent_coe... | 0.174    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.1e+05  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.945    |
|    disc/disc_acc_expert | 0.984    |
|    disc/disc_acc_gen    | 0.906    |
|    disc/disc_entropy    | 0.0955   |
|    disc/disc_loss       | 0.0958   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 601      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 150      |
|    gen/rollout/ep_re... | 9.05     |
|    gen/time/episodes    | 3.32e+03 |
|    gen/time/fps         | 9.83e+04 |
|    gen/time/time_ela... | 9.5      |
|    gen/time/total_ti... | 6.15e+05 |
|    gen/train/actor_loss | -0.439   |
|    gen/train/critic_... | 0.00213  |
|    gen/train/ent_coef   | 0.000268 |
|    gen/train/ent_coe... | -0.217   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.11e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.977    |
|    disc/disc_acc_expert | 0.984    |
|    disc/disc_acc_gen    | 0.969    |
|    disc/disc_entropy    | 0.108    |
|    disc/disc_loss       | 0.073    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 602      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 149      |
|    gen/rollout/ep_re... | 9.65     |
|    gen/time/episodes    | 3.33e+03 |
|    gen/time/fps         | 1.2e+05  |
|    gen/time/time_ela... | 9        |
|    gen/time/total_ti... | 6.16e+05 |
|    gen/train/actor_loss | -0.44    |
|    gen/train/critic_... | 0.00219  |
|    gen/train/ent_coef   | 0.000266 |
|    gen/train/ent_coe... | 0.0282   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.12e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.984    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.969    |
|    disc/disc_entropy    | 0.0904   |
|    disc/disc_loss       | 0.0631   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 603      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 150      |
|    gen/rollout/ep_re... | 10.2     |
|    gen/time/episodes    | 3.34e+03 |
|    gen/time/fps         | 5.65e+04 |
|    gen/time/time_ela... | 12.5     |
|    gen/time/total_ti... | 6.17e+05 |
|    gen/train/actor_loss | -0.438   |
|    gen/train/critic_... | 0.0022   |
|    gen/train/ent_coef   | 0.000264 |
|    gen/train/ent_coe... | -0.0516  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.13e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.992    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.984    |
|    disc/disc_entropy    | 0.127    |
|    disc/disc_loss       | 0.0554   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 604      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 150      |
|    gen/rollout/ep_re... | 10.5     |
|    gen/time/episodes    | 3.35e+03 |
|    gen/time/fps         | 4.29e+04 |
|    gen/time/time_ela... | 16       |
|    gen/time/total_ti... | 6.18e+05 |
|    gen/train/actor_loss | -0.436   |
|    gen/train/critic_... | 0.00224  |
|    gen/train/ent_coef   | 0.000266 |
|    gen/train/ent_coe... | 0.315    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.14e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.961    |
|    disc/disc_acc_expert | 0.969    |
|    disc/disc_acc_gen    | 0.953    |
|    disc/disc_entropy    | 0.0966   |
|    disc/disc_loss       | 0.0827   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 605      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 153      |
|    gen/rollout/ep_re... | 11.1     |
|    gen/time/episodes    | 3.35e+03 |
|    gen/time/fps         | 3.78e+04 |
|    gen/time/time_ela... | 16       |
|    gen/time/total_ti... | 6.19e+05 |
|    gen/train/actor_loss | -0.435   |
|    gen/train/critic_... | 0.00224  |
|    gen/train/ent_coef   | 0.000269 |
|    gen/train/ent_coe... | -0.123   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.15e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.977    |
|    disc/disc_acc_expert | 0.984    |
|    disc/disc_acc_gen    | 0.969    |
|    disc/disc_entropy    | 0.0921   |
|    disc/disc_loss       | 0.0684   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 606      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 155      |
|    gen/rollout/ep_re... | 12.1     |
|    gen/time/episodes    | 3.36e+03 |
|    gen/time/fps         | 5.24e+04 |
|    gen/time/time_ela... | 11       |
|    gen/time/total_ti... | 6.2e+05  |
|    gen/train/actor_loss | -0.437   |
|    gen/train/critic_... | 0.0023   |
|    gen/train/ent_coef   | 0.000273 |
|    gen/train/ent_coe... | 0.295    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.16e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.93     |
|    disc/disc_acc_expert | 0.969    |
|    disc/disc_acc_gen    | 0.891    |
|    disc/disc_entropy    | 0.132    |
|    disc/disc_loss       | 0.14     |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 607      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 154      |
|    gen/rollout/ep_re... | 13       |
|    gen/time/episodes    | 3.36e+03 |
|    gen/time/fps         | 1.11e+05 |
|    gen/time/time_ela... | 10.5     |
|    gen/time/total_ti... | 6.21e+05 |
|    gen/train/actor_loss | -0.439   |
|    gen/train/critic_... | 0.00227  |
|    gen/train/ent_coef   | 0.00028  |
|    gen/train/ent_coe... | 0.289    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.17e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.984    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.969    |
|    disc/disc_entropy    | 0.082    |
|    disc/disc_loss       | 0.045    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 608      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 158      |
|    gen/rollout/ep_re... | 13.7     |
|    gen/time/episodes    | 3.37e+03 |
|    gen/time/fps         | 5.85e+04 |
|    gen/time/time_ela... | 10       |
|    gen/time/total_ti... | 6.22e+05 |
|    gen/train/actor_loss | -0.441   |
|    gen/train/critic_... | 0.00234  |
|    gen/train/ent_coef   | 0.000284 |
|    gen/train/ent_coe... | 0.101    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.18e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.992    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.984    |
|    disc/disc_entropy    | 0.0819   |
|    disc/disc_loss       | 0.0349   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 609      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 160      |
|    gen/rollout/ep_re... | 14       |
|    gen/time/episodes    | 3.37e+03 |
|    gen/time/fps         | 1.51e+05 |
|    gen/time/time_ela... | 9.5      |
|    gen/time/total_ti... | 6.23e+05 |
|    gen/train/actor_loss | -0.441   |
|    gen/train/critic_... | 0.00237  |
|    gen/train/ent_coef   | 0.000282 |
|    gen/train/ent_coe... | 0.124    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.19e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.969    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.938    |
|    disc/disc_entropy    | 0.0955   |
|    disc/disc_loss       | 0.0739   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 610      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 159      |
|    gen/rollout/ep_re... | 14.2     |
|    gen/time/episodes    | 3.38e+03 |
|    gen/time/fps         | 6.09e+04 |
|    gen/time/time_ela... | 13       |
|    gen/time/total_ti... | 6.24e+05 |
|    gen/train/actor_loss | -0.442   |
|    gen/train/critic_... | 0.00237  |
|    gen/train/ent_coef   | 0.00029  |
|    gen/train/ent_coe... | 0.26     |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.2e+05  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.969    |
|    disc/disc_acc_expert | 0.969    |
|    disc/disc_acc_gen    | 0.969    |
|    disc/disc_entropy    | 0.107    |
|    disc/disc_loss       | 0.0833   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 611      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 157      |
|    gen/rollout/ep_re... | 14.8     |
|    gen/time/episodes    | 3.39e+03 |
|    gen/time/fps         | 5.28e+04 |
|    gen/time/time_ela... | 11       |
|    gen/time/total_ti... | 6.25e+05 |
|    gen/train/actor_loss | -0.443   |
|    gen/train/critic_... | 0.00242  |
|    gen/train/ent_coef   | 0.00029  |
|    gen/train/ent_coe... | -0.0962  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.21e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.992    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.984    |
|    disc/disc_entropy    | 0.0848   |
|    disc/disc_loss       | 0.0359   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 612      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 158      |
|    gen/rollout/ep_re... | 14.5     |
|    gen/time/episodes    | 3.39e+03 |
|    gen/time/fps         | 1.23e+05 |
|    gen/time/time_ela... | 9.5      |
|    gen/time/total_ti... | 6.26e+05 |
|    gen/train/actor_loss | -0.446   |
|    gen/train/critic_... | 0.00252  |
|    gen/train/ent_coef   | 0.000291 |
|    gen/train/ent_coe... | 0.115    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.22e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.984    |
|    disc/disc_acc_expert | 0.984    |
|    disc/disc_acc_gen    | 0.984    |
|    disc/disc_entropy    | 0.11     |
|    disc/disc_loss       | 0.0461   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 613      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 158      |
|    gen/rollout/ep_re... | 14.4     |
|    gen/time/episodes    | 3.4e+03  |
|    gen/time/fps         | 5.31e+04 |
|    gen/time/time_ela... | 11       |
|    gen/time/total_ti... | 6.27e+05 |
|    gen/train/actor_loss | -0.45    |
|    gen/train/critic_... | 0.00262  |
|    gen/train/ent_coef   | 0.000296 |
|    gen/train/ent_coe... | -0.171   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.23e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.953    |
|    disc/disc_acc_expert | 0.969    |
|    disc/disc_acc_gen    | 0.938    |
|    disc/disc_entropy    | 0.108    |
|    disc/disc_loss       | 0.102    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 614      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 159      |
|    gen/rollout/ep_re... | 14.4     |
|    gen/time/episodes    | 3.41e+03 |
|    gen/time/fps         | 1.02e+05 |
|    gen/time/time_ela... | 11.5     |
|    gen/time/total_ti... | 6.28e+05 |
|    gen/train/actor_loss | -0.452   |
|    gen/train/critic_... | 0.00265  |
|    gen/train/ent_coef   | 0.000298 |
|    gen/train/ent_coe... | 0.424    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.24e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 1        |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 1        |
|    disc/disc_entropy    | 0.0683   |
|    disc/disc_loss       | 0.0227   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 615      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 159      |
|    gen/rollout/ep_re... | 14.4     |
|    gen/time/episodes    | 3.41e+03 |
|    gen/time/fps         | 5.94e+04 |
|    gen/time/time_ela... | 10       |
|    gen/time/total_ti... | 6.29e+05 |
|    gen/train/actor_loss | -0.452   |
|    gen/train/critic_... | 0.00264  |
|    gen/train/ent_coef   | 0.000302 |
|    gen/train/ent_coe... | 0.139    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.25e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 1        |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 1        |
|    disc/disc_entropy    | 0.0421   |
|    disc/disc_loss       | 0.0128   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 616      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 160      |
|    gen/rollout/ep_re... | 14.2     |
|    gen/time/episodes    | 3.42e+03 |
|    gen/time/fps         | 8.64e+04 |
|    gen/time/time_ela... | 12.5     |
|    gen/time/total_ti... | 6.3e+05  |
|    gen/train/actor_loss | -0.455   |
|    gen/train/critic_... | 0.00258  |
|    gen/train/ent_coef   | 0.000301 |
|    gen/train/ent_coe... | -0.274   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.26e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.977    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.953    |
|    disc/disc_entropy    | 0.0597   |
|    disc/disc_loss       | 0.0759   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 617      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 161      |
|    gen/rollout/ep_re... | 14.2     |
|    gen/time/episodes    | 3.43e+03 |
|    gen/time/fps         | 4.83e+04 |
|    gen/time/time_ela... | 15.5     |
|    gen/time/total_ti... | 6.31e+05 |
|    gen/train/actor_loss | -0.453   |
|    gen/train/critic_... | 0.00266  |
|    gen/train/ent_coef   | 0.000297 |
|    gen/train/ent_coe... | 0.175    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.27e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 1        |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 1        |
|    disc/disc_entropy    | 0.0581   |
|    disc/disc_loss       | 0.0211   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 618      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 159      |
|    gen/rollout/ep_re... | 14.4     |
|    gen/time/episodes    | 3.43e+03 |
|    gen/time/fps         | 6.87e+04 |
|    gen/time/time_ela... | 12.5     |
|    gen/time/total_ti... | 6.32e+05 |
|    gen/train/actor_loss | -0.452   |
|    gen/train/critic_... | 0.0026   |
|    gen/train/ent_coef   | 0.000301 |
|    gen/train/ent_coe... | -0.00486 |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.28e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.969    |
|    disc/disc_acc_expert | 0.984    |
|    disc/disc_acc_gen    | 0.953    |
|    disc/disc_entropy    | 0.086    |
|    disc/disc_loss       | 0.0772   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 619      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 159      |
|    gen/rollout/ep_re... | 14.3     |
|    gen/time/episodes    | 3.44e+03 |
|    gen/time/fps         | 4.34e+04 |
|    gen/time/time_ela... | 16       |
|    gen/time/total_ti... | 6.34e+05 |
|    gen/train/actor_loss | -0.452   |
|    gen/train/critic_... | 0.00253  |
|    gen/train/ent_coef   | 0.000296 |
|    gen/train/ent_coe... | -0.405   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.29e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.984    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.969    |
|    disc/disc_entropy    | 0.0431   |
|    disc/disc_loss       | 0.0395   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 620      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 156      |
|    gen/rollout/ep_re... | 14.2     |
|    gen/time/episodes    | 3.45e+03 |
|    gen/time/fps         | 4.4e+04  |
|    gen/time/time_ela... | 16       |
|    gen/time/total_ti... | 6.34e+05 |
|    gen/train/actor_loss | -0.452   |
|    gen/train/critic_... | 0.00253  |
|    gen/train/ent_coef   | 0.000296 |
|    gen/train/ent_coe... | 0.336    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.3e+05  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.984    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.969    |
|    disc/disc_entropy    | 0.0639   |
|    disc/disc_loss       | 0.0781   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 621      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 153      |
|    gen/rollout/ep_re... | 13.3     |
|    gen/time/episodes    | 3.46e+03 |
|    gen/time/fps         | 4.47e+04 |
|    gen/time/time_ela... | 16.5     |
|    gen/time/total_ti... | 6.36e+05 |
|    gen/train/actor_loss | -0.452   |
|    gen/train/critic_... | 0.00249  |
|    gen/train/ent_coef   | 0.000297 |
|    gen/train/ent_coe... | -0.166   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.31e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.984    |
|    disc/disc_acc_expert | 0.969    |
|    disc/disc_acc_gen    | 1        |
|    disc/disc_entropy    | 0.0548   |
|    disc/disc_loss       | 0.0727   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 622      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 153      |
|    gen/rollout/ep_re... | 12.6     |
|    gen/time/episodes    | 3.46e+03 |
|    gen/time/fps         | 3.64e+04 |
|    gen/time/time_ela... | 17       |
|    gen/time/total_ti... | 6.37e+05 |
|    gen/train/actor_loss | -0.449   |
|    gen/train/critic_... | 0.0025   |
|    gen/train/ent_coef   | 0.000288 |
|    gen/train/ent_coe... | -0.296   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 6.32e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.992    |
|    disc/disc_acc_expert | 0.984    |
|    disc/disc_acc_gen    | 1        |
|    disc/disc_entropy    | 0.0596   |
|    disc/disc_loss       | 0.0323   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 623      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
