Running with `allow_variable_horizon` set to True. Some algorithms are biased towards shorter or longer episodes, which may significantly confound results. Additionally, even unbiased algorithms can exploit the information leak from the termination condition, producing spuriously high performance. See https://imitation.readthedocs.io/en/latest/guide/variable_horizon.html for more information.
--------------------------------------
| mean/                   |          |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 139      |
|    gen/time/episodes    | 3.91e+03 |
|    gen/time/fps         | 5.18e+03 |
|    gen/time/time_ela... | 325      |
|    gen/time/total_ti... | 7.81e+05 |
|    gen/train/actor_loss | -0.964   |
|    gen/train/critic_... | 0.000148 |
|    gen/train/ent_coef   | 6.58e-05 |
|    gen/train/ent_coe... | 0.0375   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 7.77e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.57     |
|    disc/disc_acc_expert | 0.524    |
|    disc/disc_acc_gen    | 0.617    |
|    disc/disc_entropy    | 0.69     |
|    disc/disc_loss       | 0.663    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 32       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 138      |
|    gen/time/episodes    | 4.04e+03 |
|    gen/time/fps         | 5.46e+03 |
|    gen/time/time_ela... | 323      |
|    gen/time/total_ti... | 8.07e+05 |
|    gen/train/actor_loss | -0.963   |
|    gen/train/critic_... | 0.000155 |
|    gen/train/ent_coef   | 6.62e-05 |
|    gen/train/ent_coe... | -0.00476 |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 8.02e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.688    |
|    disc/disc_acc_expert | 0.534    |
|    disc/disc_acc_gen    | 0.843    |
|    disc/disc_entropy    | 0.69     |
|    disc/disc_loss       | 0.656    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 33       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 135      |
|    gen/time/episodes    | 4.17e+03 |
|    gen/time/fps         | 5.54e+03 |
|    gen/time/time_ela... | 318      |
|    gen/time/total_ti... | 8.32e+05 |
|    gen/train/actor_loss | -0.99    |
|    gen/train/critic_... | 0.000204 |
|    gen/train/ent_coef   | 8.15e-05 |
|    gen/train/ent_coe... | 0.441    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 8.28e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.67     |
|    disc/disc_acc_expert | 0.546    |
|    disc/disc_acc_gen    | 0.794    |
|    disc/disc_entropy    | 0.689    |
|    disc/disc_loss       | 0.658    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 34       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 136      |
|    gen/time/episodes    | 4.3e+03  |
|    gen/time/fps         | 6e+03    |
|    gen/time/time_ela... | 322      |
|    gen/time/total_ti... | 8.58e+05 |
|    gen/train/actor_loss | -0.945   |
|    gen/train/critic_... | 0.000189 |
|    gen/train/ent_coef   | 5.77e-05 |
|    gen/train/ent_coe... | 0.314    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 8.54e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.705    |
|    disc/disc_acc_expert | 0.564    |
|    disc/disc_acc_gen    | 0.846    |
|    disc/disc_entropy    | 0.689    |
|    disc/disc_loss       | 0.653    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 35       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 135      |
|    gen/time/episodes    | 4.43e+03 |
|    gen/time/fps         | 5.99e+03 |
|    gen/time/time_ela... | 323      |
|    gen/time/total_ti... | 8.83e+05 |
|    gen/train/actor_loss | -0.929   |
|    gen/train/critic_... | 0.000136 |
|    gen/train/ent_coef   | 5.74e-05 |
|    gen/train/ent_coe... | -0.156   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 8.79e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.72     |
|    disc/disc_acc_expert | 0.587    |
|    disc/disc_acc_gen    | 0.853    |
|    disc/disc_entropy    | 0.689    |
|    disc/disc_loss       | 0.651    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 36       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 134      |
|    gen/time/episodes    | 4.55e+03 |
|    gen/time/fps         | 6.54e+03 |
|    gen/time/time_ela... | 318      |
|    gen/time/total_ti... | 9.09e+05 |
|    gen/train/actor_loss | -0.93    |
|    gen/train/critic_... | 0.000126 |
|    gen/train/ent_coef   | 5.6e-05  |
|    gen/train/ent_coe... | 0.0164   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 9.05e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.751    |
|    disc/disc_acc_expert | 0.61     |
|    disc/disc_acc_gen    | 0.892    |
|    disc/disc_entropy    | 0.689    |
|    disc/disc_loss       | 0.648    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 37       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 134      |
|    gen/time/episodes    | 4.68e+03 |
|    gen/time/fps         | 6.88e+03 |
|    gen/time/time_ela... | 311      |
|    gen/time/total_ti... | 9.35e+05 |
|    gen/train/actor_loss | -0.945   |
|    gen/train/critic_... | 0.000163 |
|    gen/train/ent_coef   | 5.74e-05 |
|    gen/train/ent_coe... | 0.0516   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 9.3e+05  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.757    |
|    disc/disc_acc_expert | 0.636    |
|    disc/disc_acc_gen    | 0.878    |
|    disc/disc_entropy    | 0.689    |
|    disc/disc_loss       | 0.648    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 38       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 134      |
|    gen/time/episodes    | 4.81e+03 |
|    gen/time/fps         | 6.8e+03  |
|    gen/time/time_ela... | 317      |
|    gen/time/total_ti... | 9.6e+05  |
|    gen/train/actor_loss | -0.946   |
|    gen/train/critic_... | 0.000179 |
|    gen/train/ent_coef   | 5.87e-05 |
|    gen/train/ent_coe... | 0.0861   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 9.56e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.686    |
|    disc/disc_acc_expert | 0.666    |
|    disc/disc_acc_gen    | 0.705    |
|    disc/disc_entropy    | 0.689    |
|    disc/disc_loss       | 0.652    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 39       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 135      |
|    gen/time/episodes    | 4.94e+03 |
|    gen/time/fps         | 7.11e+03 |
|    gen/time/time_ela... | 316      |
|    gen/time/total_ti... | 9.86e+05 |
|    gen/train/actor_loss | -0.933   |
|    gen/train/critic_... | 0.00015  |
|    gen/train/ent_coef   | 5.31e-05 |
|    gen/train/ent_coe... | -0.128   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 9.82e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.658    |
|    disc/disc_acc_expert | 0.69     |
|    disc/disc_acc_gen    | 0.626    |
|    disc/disc_entropy    | 0.688    |
|    disc/disc_loss       | 0.652    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 40       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 138      |
|    gen/time/episodes    | 5.07e+03 |
|    gen/time/fps         | 7.37e+03 |
|    gen/time/time_ela... | 314      |
|    gen/time/total_ti... | 1.01e+06 |
|    gen/train/actor_loss | -0.917   |
|    gen/train/critic_... | 0.000108 |
|    gen/train/ent_coef   | 5.03e-05 |
|    gen/train/ent_coe... | -0.15    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.01e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.546    |
|    disc/disc_acc_expert | 0.703    |
|    disc/disc_acc_gen    | 0.389    |
|    disc/disc_entropy    | 0.688    |
|    disc/disc_loss       | 0.661    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 41       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 138      |
|    gen/time/episodes    | 5.19e+03 |
|    gen/time/fps         | 7.65e+03 |
|    gen/time/time_ela... | 313      |
|    gen/time/total_ti... | 1.04e+06 |
|    gen/train/actor_loss | -0.913   |
|    gen/train/critic_... | 0.000111 |
|    gen/train/ent_coef   | 4.84e-05 |
|    gen/train/ent_coe... | 0.146    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.03e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.525    |
|    disc/disc_acc_expert | 0.713    |
|    disc/disc_acc_gen    | 0.338    |
|    disc/disc_entropy    | 0.688    |
|    disc/disc_loss       | 0.663    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 42       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 143      |
|    gen/time/episodes    | 5.32e+03 |
|    gen/time/fps         | 7.85e+03 |
|    gen/time/time_ela... | 312      |
|    gen/time/total_ti... | 1.06e+06 |
|    gen/train/actor_loss | -0.911   |
|    gen/train/critic_... | 0.000102 |
|    gen/train/ent_coef   | 5.16e-05 |
|    gen/train/ent_coe... | -0.076   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.06e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.442    |
|    disc/disc_acc_expert | 0.723    |
|    disc/disc_acc_gen    | 0.162    |
|    disc/disc_entropy    | 0.688    |
|    disc/disc_loss       | 0.67     |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 43       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 143      |
|    gen/time/episodes    | 5.45e+03 |
|    gen/time/fps         | 7.66e+03 |
|    gen/time/time_ela... | 318      |
|    gen/time/total_ti... | 1.09e+06 |
|    gen/train/actor_loss | -0.909   |
|    gen/train/critic_... | 0.000104 |
|    gen/train/ent_coef   | 5.01e-05 |
|    gen/train/ent_coe... | 0.0884   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.08e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.514    |
|    disc/disc_acc_expert | 0.734    |
|    disc/disc_acc_gen    | 0.293    |
|    disc/disc_entropy    | 0.688    |
|    disc/disc_loss       | 0.662    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 44       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 143      |
|    gen/time/episodes    | 5.58e+03 |
|    gen/time/fps         | 8.36e+03 |
|    gen/time/time_ela... | 309      |
|    gen/time/total_ti... | 1.11e+06 |
|    gen/train/actor_loss | -0.914   |
|    gen/train/critic_... | 0.000114 |
|    gen/train/ent_coef   | 5.31e-05 |
|    gen/train/ent_coe... | 0.00741  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.11e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.489    |
|    disc/disc_acc_expert | 0.743    |
|    disc/disc_acc_gen    | 0.235    |
|    disc/disc_entropy    | 0.688    |
|    disc/disc_loss       | 0.661    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 45       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 143      |
|    gen/time/episodes    | 5.71e+03 |
|    gen/time/fps         | 8.54e+03 |
|    gen/time/time_ela... | 310      |
|    gen/time/total_ti... | 1.14e+06 |
|    gen/train/actor_loss | -0.923   |
|    gen/train/critic_... | 0.000127 |
|    gen/train/ent_coef   | 5.16e-05 |
|    gen/train/ent_coe... | -0.0484  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.14e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.522    |
|    disc/disc_acc_expert | 0.749    |
|    disc/disc_acc_gen    | 0.294    |
|    disc/disc_entropy    | 0.687    |
|    disc/disc_loss       | 0.657    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 46       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 141      |
|    gen/time/episodes    | 5.83e+03 |
|    gen/time/fps         | 9.05e+03 |
|    gen/time/time_ela... | 304      |
|    gen/time/total_ti... | 1.16e+06 |
|    gen/train/actor_loss | -0.918   |
|    gen/train/critic_... | 0.00015  |
|    gen/train/ent_coef   | 5.16e-05 |
|    gen/train/ent_coe... | 0.115    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.16e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.501    |
|    disc/disc_acc_expert | 0.755    |
|    disc/disc_acc_gen    | 0.247    |
|    disc/disc_entropy    | 0.687    |
|    disc/disc_loss       | 0.657    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 47       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 142      |
|    gen/time/episodes    | 5.96e+03 |
|    gen/time/fps         | 9.15e+03 |
|    gen/time/time_ela... | 309      |
|    gen/time/total_ti... | 1.19e+06 |
|    gen/train/actor_loss | -0.909   |
|    gen/train/critic_... | 0.000137 |
|    gen/train/ent_coef   | 5.14e-05 |
|    gen/train/ent_coe... | -0.0814  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.19e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.738    |
|    disc/disc_acc_expert | 0.762    |
|    disc/disc_acc_gen    | 0.713    |
|    disc/disc_entropy    | 0.687    |
|    disc/disc_loss       | 0.642    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 48       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 138      |
|    gen/time/episodes    | 6.09e+03 |
|    gen/time/fps         | 9.4e+03  |
|    gen/time/time_ela... | 308      |
|    gen/time/total_ti... | 1.22e+06 |
|    gen/train/actor_loss | -0.921   |
|    gen/train/critic_... | 0.000168 |
|    gen/train/ent_coef   | 5.37e-05 |
|    gen/train/ent_coe... | 0.0204   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.21e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.634    |
|    disc/disc_acc_expert | 0.771    |
|    disc/disc_acc_gen    | 0.496    |
|    disc/disc_entropy    | 0.687    |
|    disc/disc_loss       | 0.648    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 49       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 138      |
|    gen/time/episodes    | 6.22e+03 |
|    gen/time/fps         | 9.59e+03 |
|    gen/time/time_ela... | 305      |
|    gen/time/total_ti... | 1.24e+06 |
|    gen/train/actor_loss | -0.943   |
|    gen/train/critic_... | 0.000599 |
|    gen/train/ent_coef   | 5.8e-05  |
|    gen/train/ent_coe... | 0.308    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.24e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.728    |
|    disc/disc_acc_expert | 0.778    |
|    disc/disc_acc_gen    | 0.678    |
|    disc/disc_entropy    | 0.687    |
|    disc/disc_loss       | 0.641    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 50       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 199      |
|    gen/rollout/ep_re... | 135      |
|    gen/time/episodes    | 6.35e+03 |
|    gen/time/fps         | 9.42e+03 |
|    gen/time/time_ela... | 321      |
|    gen/time/total_ti... | 1.27e+06 |
|    gen/train/actor_loss | -0.932   |
|    gen/train/critic_... | 0.000281 |
|    gen/train/ent_coef   | 5.52e-05 |
|    gen/train/ent_coe... | -0.339   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.26e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.759    |
|    disc/disc_acc_expert | 0.789    |
|    disc/disc_acc_gen    | 0.728    |
|    disc/disc_entropy    | 0.686    |
|    disc/disc_loss       | 0.638    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 51       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 137      |
|    gen/time/episodes    | 6.47e+03 |
|    gen/time/fps         | 1.11e+04 |
|    gen/time/time_ela... | 304      |
|    gen/time/total_ti... | 1.29e+06 |
|    gen/train/actor_loss | -0.918   |
|    gen/train/critic_... | 0.000167 |
|    gen/train/ent_coef   | 5.48e-05 |
|    gen/train/ent_coe... | 0.0516   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.29e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.686    |
|    disc/disc_acc_expert | 0.8      |
|    disc/disc_acc_gen    | 0.572    |
|    disc/disc_entropy    | 0.686    |
|    disc/disc_loss       | 0.644    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 52       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 136      |
|    gen/time/episodes    | 6.6e+03  |
|    gen/time/fps         | 1.12e+04 |
|    gen/time/time_ela... | 300      |
|    gen/time/total_ti... | 1.32e+06 |
|    gen/train/actor_loss | -0.921   |
|    gen/train/critic_... | 0.000164 |
|    gen/train/ent_coef   | 4.97e-05 |
|    gen/train/ent_coe... | -0.0558  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.31e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.725    |
|    disc/disc_acc_expert | 0.809    |
|    disc/disc_acc_gen    | 0.641    |
|    disc/disc_entropy    | 0.686    |
|    disc/disc_loss       | 0.642    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 53       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 138      |
|    gen/time/episodes    | 6.73e+03 |
|    gen/time/fps         | 1.16e+04 |
|    gen/time/time_ela... | 301      |
|    gen/time/total_ti... | 1.34e+06 |
|    gen/train/actor_loss | -0.927   |
|    gen/train/critic_... | 0.000159 |
|    gen/train/ent_coef   | 5.04e-05 |
|    gen/train/ent_coe... | -0.0316  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.34e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.735    |
|    disc/disc_acc_expert | 0.818    |
|    disc/disc_acc_gen    | 0.652    |
|    disc/disc_entropy    | 0.686    |
|    disc/disc_loss       | 0.64     |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 54       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 138      |
|    gen/time/episodes    | 6.86e+03 |
|    gen/time/fps         | 1.19e+04 |
|    gen/time/time_ela... | 303      |
|    gen/time/total_ti... | 1.37e+06 |
|    gen/train/actor_loss | -0.914   |
|    gen/train/critic_... | 0.000127 |
|    gen/train/ent_coef   | 4.92e-05 |
|    gen/train/ent_coe... | 0.0702   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.37e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.76     |
|    disc/disc_acc_expert | 0.827    |
|    disc/disc_acc_gen    | 0.694    |
|    disc/disc_entropy    | 0.686    |
|    disc/disc_loss       | 0.638    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 55       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 137      |
|    gen/time/episodes    | 6.99e+03 |
|    gen/time/fps         | 1.19e+04 |
|    gen/time/time_ela... | 301      |
|    gen/time/total_ti... | 1.4e+06  |
|    gen/train/actor_loss | -0.904   |
|    gen/train/critic_... | 0.000113 |
|    gen/train/ent_coef   | 4.64e-05 |
|    gen/train/ent_coe... | -0.0223  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.39e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.786    |
|    disc/disc_acc_expert | 0.836    |
|    disc/disc_acc_gen    | 0.737    |
|    disc/disc_entropy    | 0.685    |
|    disc/disc_loss       | 0.636    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 56       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 137      |
|    gen/time/episodes    | 7.11e+03 |
|    gen/time/fps         | 1.26e+04 |
|    gen/time/time_ela... | 295      |
|    gen/time/total_ti... | 1.42e+06 |
|    gen/train/actor_loss | -0.914   |
|    gen/train/critic_... | 0.000133 |
|    gen/train/ent_coef   | 4.89e-05 |
|    gen/train/ent_coe... | 0.0542   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.42e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.776    |
|    disc/disc_acc_expert | 0.843    |
|    disc/disc_acc_gen    | 0.71     |
|    disc/disc_entropy    | 0.685    |
|    disc/disc_loss       | 0.635    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 57       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 136      |
|    gen/time/episodes    | 7.24e+03 |
|    gen/time/fps         | 1.25e+04 |
|    gen/time/time_ela... | 296      |
|    gen/time/total_ti... | 1.45e+06 |
|    gen/train/actor_loss | -0.904   |
|    gen/train/critic_... | 0.000101 |
|    gen/train/ent_coef   | 4.6e-05  |
|    gen/train/ent_coe... | -0.0748  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.44e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.797    |
|    disc/disc_acc_expert | 0.852    |
|    disc/disc_acc_gen    | 0.742    |
|    disc/disc_entropy    | 0.685    |
|    disc/disc_loss       | 0.635    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 58       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 138      |
|    gen/time/episodes    | 7.37e+03 |
|    gen/time/fps         | 1.29e+04 |
|    gen/time/time_ela... | 294      |
|    gen/time/total_ti... | 1.47e+06 |
|    gen/train/actor_loss | -0.905   |
|    gen/train/critic_... | 0.000115 |
|    gen/train/ent_coef   | 4.58e-05 |
|    gen/train/ent_coe... | 0.0317   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.47e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.826    |
|    disc/disc_acc_expert | 0.859    |
|    disc/disc_acc_gen    | 0.792    |
|    disc/disc_entropy    | 0.684    |
|    disc/disc_loss       | 0.632    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 59       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 137      |
|    gen/time/episodes    | 7.5e+03  |
|    gen/time/fps         | 1.31e+04 |
|    gen/time/time_ela... | 299      |
|    gen/time/total_ti... | 1.5e+06  |
|    gen/train/actor_loss | -0.91    |
|    gen/train/critic_... | 0.00012  |
|    gen/train/ent_coef   | 4.84e-05 |
|    gen/train/ent_coe... | 0.037    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.49e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.828    |
|    disc/disc_acc_expert | 0.866    |
|    disc/disc_acc_gen    | 0.79     |
|    disc/disc_entropy    | 0.684    |
|    disc/disc_loss       | 0.63     |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 60       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 136      |
|    gen/time/episodes    | 7.63e+03 |
|    gen/time/fps         | 1.35e+04 |
|    gen/time/time_ela... | 296      |
|    gen/time/total_ti... | 1.52e+06 |
|    gen/train/actor_loss | -0.895   |
|    gen/train/critic_... | 0.000111 |
|    gen/train/ent_coef   | 4.68e-05 |
|    gen/train/ent_coe... | -0.0247  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.52e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.816    |
|    disc/disc_acc_expert | 0.872    |
|    disc/disc_acc_gen    | 0.76     |
|    disc/disc_entropy    | 0.684    |
|    disc/disc_loss       | 0.629    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 61       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 137      |
|    gen/time/episodes    | 7.75e+03 |
|    gen/time/fps         | 1.35e+04 |
|    gen/time/time_ela... | 300      |
|    gen/time/total_ti... | 1.55e+06 |
|    gen/train/actor_loss | -0.899   |
|    gen/train/critic_... | 0.000112 |
