Running with `allow_variable_horizon` set to True. Some algorithms are biased towards shorter or longer episodes, which may significantly confound results. Additionally, even unbiased algorithms can exploit the information leak from the termination condition, producing spuriously high performance. See https://imitation.readthedocs.io/en/latest/guide/variable_horizon.html for more information.
--------------------------------------
| mean/                   |          |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.2e+05  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.969    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.938    |
|    disc/disc_entropy    | 0.0809   |
|    disc/disc_loss       | 0.0841   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 513      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 161      |
|    gen/rollout/ep_re... | 9.24     |
|    gen/time/episodes    | 3.13e+03 |
|    gen/time/fps         | 4.48e+04 |
|    gen/time/time_ela... | 14       |
|    gen/time/total_ti... | 5.25e+05 |
|    gen/train/actor_loss | -1.08    |
|    gen/train/critic_... | 0.0139   |
|    gen/train/ent_coef   | 0.000786 |
|    gen/train/ent_coe... | 0.134    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.21e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.977    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.953    |
|    disc/disc_entropy    | 0.0875   |
|    disc/disc_loss       | 0.0624   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 514      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 161      |
|    gen/rollout/ep_re... | 9.14     |
|    gen/time/episodes    | 3.13e+03 |
|    gen/time/fps         | 6.29e+04 |
|    gen/time/time_ela... | 8        |
|    gen/time/total_ti... | 5.26e+05 |
|    gen/train/actor_loss | -1.08    |
|    gen/train/critic_... | 0.0143   |
|    gen/train/ent_coef   | 0.00079  |
|    gen/train/ent_coe... | -0.00036 |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.22e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.992    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.984    |
|    disc/disc_entropy    | 0.0733   |
|    disc/disc_loss       | 0.028    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 515      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 160      |
|    gen/rollout/ep_re... | 9.42     |
|    gen/time/episodes    | 3.14e+03 |
|    gen/time/fps         | 4.25e+06 |
|    gen/time/time_ela... | 8        |
|    gen/time/total_ti... | 5.27e+05 |
|    gen/train/actor_loss | -1.08    |
|    gen/train/critic_... | 0.0142   |
|    gen/train/ent_coef   | 0.000792 |
|    gen/train/ent_coe... | -0.0142  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.23e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.984    |
|    disc/disc_acc_expert | 0.984    |
|    disc/disc_acc_gen    | 0.984    |
|    disc/disc_entropy    | 0.0962   |
|    disc/disc_loss       | 0.0545   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 516      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 157      |
|    gen/rollout/ep_re... | 9.51     |
|    gen/time/episodes    | 3.15e+03 |
|    gen/time/fps         | 3.84e+04 |
|    gen/time/time_ela... | 17.5     |
|    gen/time/total_ti... | 5.28e+05 |
|    gen/train/actor_loss | -1.08    |
|    gen/train/critic_... | 0.0144   |
|    gen/train/ent_coef   | 0.000794 |
|    gen/train/ent_coe... | 0.116    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.24e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.984    |
|    disc/disc_acc_expert | 0.984    |
|    disc/disc_acc_gen    | 0.984    |
|    disc/disc_entropy    | 0.0665   |
|    disc/disc_loss       | 0.0381   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 517      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 158      |
|    gen/rollout/ep_re... | 9.57     |
|    gen/time/episodes    | 3.15e+03 |
|    gen/time/fps         | 2.71e+04 |
|    gen/time/time_ela... | 19       |
|    gen/time/total_ti... | 5.29e+05 |
|    gen/train/actor_loss | -1.09    |
|    gen/train/critic_... | 0.0146   |
|    gen/train/ent_coef   | 0.000803 |
|    gen/train/ent_coe... | 0.0107   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.25e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.961    |
|    disc/disc_acc_expert | 0.984    |
|    disc/disc_acc_gen    | 0.938    |
|    disc/disc_entropy    | 0.105    |
|    disc/disc_loss       | 0.101    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 518      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 161      |
|    gen/rollout/ep_re... | 9.47     |
|    gen/time/episodes    | 3.16e+03 |
|    gen/time/fps         | 3.07e+04 |
|    gen/time/time_ela... | 19.5     |
|    gen/time/total_ti... | 5.3e+05  |
|    gen/train/actor_loss | -1.1     |
|    gen/train/critic_... | 0.0149   |
|    gen/train/ent_coef   | 0.000809 |
|    gen/train/ent_coe... | 0.253    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.26e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.945    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.891    |
|    disc/disc_entropy    | 0.0844   |
|    disc/disc_loss       | 0.219    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 519      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 161      |
|    gen/rollout/ep_re... | 11       |
|    gen/time/episodes    | 3.16e+03 |
|    gen/time/fps         | 2.42e+04 |
|    gen/time/time_ela... | 21       |
|    gen/time/total_ti... | 5.31e+05 |
|    gen/train/actor_loss | -1.1     |
|    gen/train/critic_... | 0.015    |
|    gen/train/ent_coef   | 0.000806 |
|    gen/train/ent_coe... | -0.107   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.27e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.992    |
|    disc/disc_acc_expert | 0.984    |
|    disc/disc_acc_gen    | 1        |
|    disc/disc_entropy    | 0.0881   |
|    disc/disc_loss       | 0.066    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 520      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 160      |
|    gen/rollout/ep_re... | 11.8     |
|    gen/time/episodes    | 3.17e+03 |
|    gen/time/fps         | 3.64e+04 |
|    gen/time/time_ela... | 18.5     |
|    gen/time/total_ti... | 5.32e+05 |
|    gen/train/actor_loss | -1.11    |
|    gen/train/critic_... | 0.0147   |
|    gen/train/ent_coef   | 0.000806 |
|    gen/train/ent_coe... | -0.183   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.28e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.992    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.984    |
|    disc/disc_entropy    | 0.0869   |
|    disc/disc_loss       | 0.0347   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 521      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 161      |
|    gen/rollout/ep_re... | 11.6     |
|    gen/time/episodes    | 3.18e+03 |
|    gen/time/fps         | 2.54e+04 |
|    gen/time/time_ela... | 21       |
|    gen/time/total_ti... | 5.33e+05 |
|    gen/train/actor_loss | -1.12    |
|    gen/train/critic_... | 0.0142   |
|    gen/train/ent_coef   | 0.000806 |
|    gen/train/ent_coe... | 0.169    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.29e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.992    |
|    disc/disc_acc_expert | 0.984    |
|    disc/disc_acc_gen    | 1        |
|    disc/disc_entropy    | 0.0685   |
|    disc/disc_loss       | 0.0366   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 522      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 160      |
|    gen/rollout/ep_re... | 11.8     |
|    gen/time/episodes    | 3.18e+03 |
|    gen/time/fps         | 4.58e+04 |
|    gen/time/time_ela... | 11       |
|    gen/time/total_ti... | 5.34e+05 |
|    gen/train/actor_loss | -1.12    |
|    gen/train/critic_... | 0.0145   |
|    gen/train/ent_coef   | 0.000812 |
|    gen/train/ent_coe... | -0.0695  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.3e+05  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.992    |
|    disc/disc_acc_expert | 0.984    |
|    disc/disc_acc_gen    | 1        |
|    disc/disc_entropy    | 0.0607   |
|    disc/disc_loss       | 0.0784   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 523      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 160      |
|    gen/rollout/ep_re... | 11.5     |
|    gen/time/episodes    | 3.19e+03 |
|    gen/time/fps         | 1.89e+05 |
|    gen/time/time_ela... | 13.3     |
|    gen/time/total_ti... | 5.35e+05 |
|    gen/train/actor_loss | -1.13    |
|    gen/train/critic_... | 0.0153   |
|    gen/train/ent_coef   | 0.000812 |
|    gen/train/ent_coe... | 0.222    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.31e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 1        |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 1        |
|    disc/disc_entropy    | 0.0796   |
|    disc/disc_loss       | 0.0274   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 524      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 159      |
|    gen/rollout/ep_re... | 11       |
|    gen/time/episodes    | 3.2e+03  |
|    gen/time/fps         | 3.15e+04 |
|    gen/time/time_ela... | 17       |
|    gen/time/total_ti... | 5.36e+05 |
|    gen/train/actor_loss | -1.14    |
|    gen/train/critic_... | 0.016    |
|    gen/train/ent_coef   | 0.000821 |
|    gen/train/ent_coe... | 0.0228   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.32e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.992    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.984    |
|    disc/disc_entropy    | 0.0602   |
|    disc/disc_loss       | 0.0245   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 525      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 161      |
|    gen/rollout/ep_re... | 10.7     |
|    gen/time/episodes    | 3.2e+03  |
|    gen/time/fps         | 5.02e+04 |
|    gen/time/time_ela... | 16.5     |
|    gen/time/total_ti... | 5.37e+05 |
|    gen/train/actor_loss | -1.14    |
|    gen/train/critic_... | 0.0158   |
|    gen/train/ent_coef   | 0.000827 |
|    gen/train/ent_coe... | 0.234    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.33e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.977    |
|    disc/disc_acc_expert | 0.969    |
|    disc/disc_acc_gen    | 0.984    |
|    disc/disc_entropy    | 0.0646   |
|    disc/disc_loss       | 0.0731   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 526      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 162      |
|    gen/rollout/ep_re... | 10.4     |
|    gen/time/episodes    | 3.21e+03 |
|    gen/time/fps         | 2.99e+04 |
|    gen/time/time_ela... | 18       |
|    gen/time/total_ti... | 5.38e+05 |
|    gen/train/actor_loss | -1.16    |
|    gen/train/critic_... | 0.016    |
|    gen/train/ent_coef   | 0.000848 |
|    gen/train/ent_coe... | 0.0578   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.34e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.969    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.938    |
|    disc/disc_entropy    | 0.0783   |
|    disc/disc_loss       | 0.0467   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 527      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 161      |
|    gen/rollout/ep_re... | 10.9     |
|    gen/time/episodes    | 3.21e+03 |
|    gen/time/fps         | 6.51e+04 |
|    gen/time/time_ela... | 14       |
|    gen/time/total_ti... | 5.39e+05 |
|    gen/train/actor_loss | -1.17    |
|    gen/train/critic_... | 0.0165   |
|    gen/train/ent_coef   | 0.000855 |
|    gen/train/ent_coe... | 0.198    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.35e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 1        |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 1        |
|    disc/disc_entropy    | 0.0621   |
|    disc/disc_loss       | 0.0203   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 528      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 162      |
|    gen/rollout/ep_re... | 10.3     |
|    gen/time/episodes    | 3.22e+03 |
|    gen/time/fps         | 3.91e+04 |
|    gen/time/time_ela... | 13       |
|    gen/time/total_ti... | 5.4e+05  |
|    gen/train/actor_loss | -1.19    |
|    gen/train/critic_... | 0.0164   |
|    gen/train/ent_coef   | 0.000854 |
|    gen/train/ent_coe... | -0.0523  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.36e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.969    |
|    disc/disc_acc_expert | 0.969    |
|    disc/disc_acc_gen    | 0.969    |
|    disc/disc_entropy    | 0.0998   |
|    disc/disc_loss       | 0.107    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 529      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 163      |
|    gen/rollout/ep_re... | 9.45     |
|    gen/time/episodes    | 3.23e+03 |
|    gen/time/fps         | 5.58e+04 |
|    gen/time/time_ela... | 13       |
|    gen/time/total_ti... | 5.41e+05 |
|    gen/train/actor_loss | -1.19    |
|    gen/train/critic_... | 0.0163   |
|    gen/train/ent_coef   | 0.00086  |
|    gen/train/ent_coe... | -0.124   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.37e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.992    |
|    disc/disc_acc_expert | 0.984    |
|    disc/disc_acc_gen    | 1        |
|    disc/disc_entropy    | 0.0582   |
|    disc/disc_loss       | 0.0221   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 530      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 164      |
|    gen/rollout/ep_re... | 9.34     |
|    gen/time/episodes    | 3.23e+03 |
|    gen/time/fps         | 4.03e+04 |
|    gen/time/time_ela... | 17       |
|    gen/time/total_ti... | 5.42e+05 |
|    gen/train/actor_loss | -1.2     |
|    gen/train/critic_... | 0.0165   |
|    gen/train/ent_coef   | 0.000864 |
|    gen/train/ent_coe... | 0.282    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.38e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.992    |
|    disc/disc_acc_expert | 0.984    |
|    disc/disc_acc_gen    | 1        |
|    disc/disc_entropy    | 0.072    |
|    disc/disc_loss       | 0.0717   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 531      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 165      |
|    gen/rollout/ep_re... | 8.97     |
|    gen/time/episodes    | 3.24e+03 |
|    gen/time/fps         | 3.04e+04 |
|    gen/time/time_ela... | 17       |
|    gen/time/total_ti... | 5.43e+05 |
|    gen/train/actor_loss | -1.22    |
|    gen/train/critic_... | 0.0167   |
|    gen/train/ent_coef   | 0.000881 |
|    gen/train/ent_coe... | 0.173    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.39e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 1        |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 1        |
|    disc/disc_entropy    | 0.039    |
|    disc/disc_loss       | 0.00986  |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 532      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 163      |
|    gen/rollout/ep_re... | 8.79     |
|    gen/time/episodes    | 3.24e+03 |
|    gen/time/fps         | 6.86e+04 |
|    gen/time/time_ela... | 7        |
|    gen/time/total_ti... | 5.44e+05 |
|    gen/train/actor_loss | -1.23    |
|    gen/train/critic_... | 0.0172   |
|    gen/train/ent_coef   | 0.000892 |
|    gen/train/ent_coe... | -0.115   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.4e+05  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.977    |
|    disc/disc_acc_expert | 0.984    |
|    disc/disc_acc_gen    | 0.969    |
|    disc/disc_entropy    | 0.0512   |
|    disc/disc_loss       | 0.0312   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 533      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 165      |
|    gen/rollout/ep_re... | 8.67     |
|    gen/time/episodes    | 3.25e+03 |
|    gen/time/fps         | 2.22e+05 |
|    gen/time/time_ela... | 11.5     |
|    gen/time/total_ti... | 5.45e+05 |
|    gen/train/actor_loss | -1.24    |
|    gen/train/critic_... | 0.0173   |
|    gen/train/ent_coef   | 0.000889 |
|    gen/train/ent_coe... | 0.0669   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.41e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.992    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.984    |
|    disc/disc_entropy    | 0.0515   |
|    disc/disc_loss       | 0.0372   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 534      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 166      |
|    gen/rollout/ep_re... | 8.56     |
|    gen/time/episodes    | 3.26e+03 |
|    gen/time/fps         | 3.35e+04 |
|    gen/time/time_ela... | 16       |
|    gen/time/total_ti... | 5.46e+05 |
|    gen/train/actor_loss | -1.25    |
|    gen/train/critic_... | 0.0176   |
|    gen/train/ent_coef   | 0.000885 |
|    gen/train/ent_coe... | 0.122    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.42e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.984    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.969    |
|    disc/disc_entropy    | 0.0523   |
|    disc/disc_loss       | 0.047    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 535      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 168      |
|    gen/rollout/ep_re... | 7.83     |
|    gen/time/episodes    | 3.26e+03 |
|    gen/time/fps         | 5.14e+04 |
|    gen/time/time_ela... | 10       |
|    gen/time/total_ti... | 5.47e+05 |
|    gen/train/actor_loss | -1.25    |
|    gen/train/critic_... | 0.0183   |
|    gen/train/ent_coef   | 0.000891 |
|    gen/train/ent_coe... | -0.271   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.43e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 1        |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 1        |
|    disc/disc_entropy    | 0.034    |
|    disc/disc_loss       | 0.0107   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 536      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 169      |
|    gen/rollout/ep_re... | 5.86     |
|    gen/time/episodes    | 3.27e+03 |
|    gen/time/fps         | 9.96e+04 |
|    gen/time/time_ela... | 13       |
|    gen/time/total_ti... | 5.48e+05 |
|    gen/train/actor_loss | -1.26    |
|    gen/train/critic_... | 0.0185   |
|    gen/train/ent_coef   | 0.000897 |
|    gen/train/ent_coe... | 0.295    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.44e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.977    |
|    disc/disc_acc_expert | 0.969    |
|    disc/disc_acc_gen    | 0.984    |
|    disc/disc_entropy    | 0.0399   |
|    disc/disc_loss       | 0.0761   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 537      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 169      |
|    gen/rollout/ep_re... | 5.95     |
|    gen/time/episodes    | 3.27e+03 |
|    gen/time/fps         | 4.64e+04 |
|    gen/time/time_ela... | 11       |
|    gen/time/total_ti... | 5.49e+05 |
|    gen/train/actor_loss | -1.27    |
|    gen/train/critic_... | 0.0189   |
|    gen/train/ent_coef   | 0.000901 |
|    gen/train/ent_coe... | 0.104    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.45e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.961    |
|    disc/disc_acc_expert | 0.969    |
|    disc/disc_acc_gen    | 0.953    |
|    disc/disc_entropy    | 0.0502   |
|    disc/disc_loss       | 0.124    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 538      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 168      |
|    gen/rollout/ep_re... | 6.05     |
|    gen/time/episodes    | 3.28e+03 |
|    gen/time/fps         | 6.52e+04 |
|    gen/time/time_ela... | 11.5     |
|    gen/time/total_ti... | 5.5e+05  |
|    gen/train/actor_loss | -1.28    |
|    gen/train/critic_... | 0.0183   |
|    gen/train/ent_coef   | 0.000911 |
|    gen/train/ent_coe... | 0.142    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.46e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.992    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.984    |
|    disc/disc_entropy    | 0.0604   |
|    disc/disc_loss       | 0.0233   |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 539      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 165      |
|    gen/rollout/ep_re... | 6.42     |
|    gen/time/episodes    | 3.29e+03 |
|    gen/time/fps         | 1.02e+05 |
|    gen/time/time_ela... | 12       |
|    gen/time/total_ti... | 5.51e+05 |
|    gen/train/actor_loss | -1.29    |
|    gen/train/critic_... | 0.0188   |
|    gen/train/ent_coef   | 0.000909 |
|    gen/train/ent_coe... | -0.0773  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.47e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.945    |
|    disc/disc_acc_expert | 0.969    |
|    disc/disc_acc_gen    | 0.922    |
|    disc/disc_entropy    | 0.0635   |
|    disc/disc_loss       | 0.201    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 540      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 166      |
|    gen/rollout/ep_re... | 7.32     |
|    gen/time/episodes    | 3.29e+03 |
|    gen/time/fps         | 6.8e+04  |
|    gen/time/time_ela... | 13       |
|    gen/time/total_ti... | 5.52e+05 |
|    gen/train/actor_loss | -1.3     |
|    gen/train/critic_... | 0.0191   |
|    gen/train/ent_coef   | 0.000912 |
|    gen/train/ent_coe... | 0.0446   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.48e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.961    |
|    disc/disc_acc_expert | 0.953    |
|    disc/disc_acc_gen    | 0.969    |
|    disc/disc_entropy    | 0.0657   |
|    disc/disc_loss       | 0.12     |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 541      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 164      |
|    gen/rollout/ep_re... | 7.73     |
|    gen/time/episodes    | 3.3e+03  |
|    gen/time/fps         | 3.73e+04 |
|    gen/time/time_ela... | 19       |
|    gen/time/total_ti... | 5.54e+05 |
|    gen/train/actor_loss | -1.31    |
|    gen/train/critic_... | 0.02     |
|    gen/train/ent_coef   | 0.000921 |
|    gen/train/ent_coe... | 0.171    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.49e+05 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.992    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.984    |
|    disc/disc_entropy    | 0.0812   |
|    disc/disc_loss       | 0.034    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 542      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 163      |
|    gen/rollout/ep_re... | 7.94     |
|    gen/time/episodes    | 3.31e+03 |
|    gen/time/fps         | 3.47e+04 |
|    gen/time/time_ela... | 15       |
|    gen/time/total_ti... | 5.55e+05 |
|    gen/train/actor_loss | -1.33    |
|    gen/train/critic_... | 0.0215   |
|    gen/train/ent_coef   | 0.000945 |
|    gen/train/ent_coe... | 0.305    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.5e+05  |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.969    |
|    disc/disc_acc_expert | 1        |
|    disc/disc_acc_gen    | 0.938    |
|    disc/disc_entropy    | 0.0792   |
|    disc/disc_loss       | 0.06     |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 543      |
|    disc/n_expert        | 32       |
|    disc/n_generated     | 32       |
|    gen/rollout/ep_le... | 163      |
|    gen/rollout/ep_re... | 7.49     |
|    gen/time/episodes    | 3.31e+03 |
|    gen/time/fps         | 7.32e+04 |
|    gen/time/time_ela... | 12.5     |
|    gen/time/total_ti... | 5.55e+05 |
|    gen/train/actor_loss | -1.35    |
|    gen/train/critic_... | 0.0227   |
|    gen/train/ent_coef   | 0.000954 |
|    gen/train/ent_coe... | 0.113    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 5.52e+05 |
--------------------------------------
