Running with `allow_variable_horizon` set to True. Some algorithms are biased towards shorter or longer episodes, which may significantly confound results. Additionally, even unbiased algorithms can exploit the information leak from the termination condition, producing spuriously high performance. See https://imitation.readthedocs.io/en/latest/guide/variable_horizon.html for more information.
--------------------------------------
| mean/                   |          |
|    disc/global_step     | 31       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 137      |
|    gen/time/episodes    | 7.81e+03 |
|    gen/time/fps         | 7.19e+03 |
|    gen/time/time_ela... | 627      |
|    gen/time/total_ti... | 1.56e+06 |
|    gen/train/actor_loss | -0.971   |
|    gen/train/critic_... | 0.000263 |
|    gen/train/ent_coef   | 6.55e-05 |
|    gen/train/ent_coe... | 0.188    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.56e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.516    |
|    disc/disc_acc_expert | 0.561    |
|    disc/disc_acc_gen    | 0.471    |
|    disc/disc_entropy    | 0.689    |
|    disc/disc_loss       | 0.673    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 32       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 139      |
|    gen/time/episodes    | 8.07e+03 |
|    gen/time/fps         | 7.46e+03 |
|    gen/time/time_ela... | 632      |
|    gen/time/total_ti... | 1.61e+06 |
|    gen/train/actor_loss | -0.95    |
|    gen/train/critic_... | 0.000237 |
|    gen/train/ent_coef   | 5.49e-05 |
|    gen/train/ent_coe... | 0.0281   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.61e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.511    |
|    disc/disc_acc_expert | 0.573    |
|    disc/disc_acc_gen    | 0.45     |
|    disc/disc_entropy    | 0.689    |
|    disc/disc_loss       | 0.674    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 33       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 143      |
|    gen/time/episodes    | 8.32e+03 |
|    gen/time/fps         | 7.3e+03  |
|    gen/time/time_ela... | 645      |
|    gen/time/total_ti... | 1.66e+06 |
|    gen/train/actor_loss | -0.93    |
|    gen/train/critic_... | 0.0002   |
|    gen/train/ent_coef   | 5.18e-05 |
|    gen/train/ent_coe... | -0.0619  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.66e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.512    |
|    disc/disc_acc_expert | 0.588    |
|    disc/disc_acc_gen    | 0.436    |
|    disc/disc_entropy    | 0.689    |
|    disc/disc_loss       | 0.671    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 34       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 142      |
|    gen/time/episodes    | 8.58e+03 |
|    gen/time/fps         | 7.86e+03 |
|    gen/time/time_ela... | 634      |
|    gen/time/total_ti... | 1.72e+06 |
|    gen/train/actor_loss | -0.928   |
|    gen/train/critic_... | 0.000192 |
|    gen/train/ent_coef   | 4.85e-05 |
|    gen/train/ent_coe... | -0.0303  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.71e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.574    |
|    disc/disc_acc_expert | 0.604    |
|    disc/disc_acc_gen    | 0.543    |
|    disc/disc_entropy    | 0.689    |
|    disc/disc_loss       | 0.666    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 35       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 140      |
|    gen/time/episodes    | 8.83e+03 |
|    gen/time/fps         | 7.89e+03 |
|    gen/time/time_ela... | 646      |
|    gen/time/total_ti... | 1.77e+06 |
|    gen/train/actor_loss | -0.938   |
|    gen/train/critic_... | 0.000216 |
|    gen/train/ent_coef   | 5.13e-05 |
|    gen/train/ent_coe... | 0.055    |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.76e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.595    |
|    disc/disc_acc_expert | 0.621    |
|    disc/disc_acc_gen    | 0.57     |
|    disc/disc_entropy    | 0.689    |
|    disc/disc_loss       | 0.663    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 36       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 139      |
|    gen/time/episodes    | 9.09e+03 |
|    gen/time/fps         | 8.21e+03 |
|    gen/time/time_ela... | 639      |
|    gen/time/total_ti... | 1.82e+06 |
|    gen/train/actor_loss | -0.938   |
|    gen/train/critic_... | 0.000239 |
|    gen/train/ent_coef   | 5.24e-05 |
|    gen/train/ent_coe... | 0.0143   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.81e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.564    |
|    disc/disc_acc_expert | 0.635    |
|    disc/disc_acc_gen    | 0.492    |
|    disc/disc_entropy    | 0.689    |
|    disc/disc_loss       | 0.666    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 37       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 140      |
|    gen/time/episodes    | 9.35e+03 |
|    gen/time/fps         | 8.78e+03 |
|    gen/time/time_ela... | 622      |
|    gen/time/total_ti... | 1.87e+06 |
|    gen/train/actor_loss | -0.925   |
|    gen/train/critic_... | 0.0002   |
|    gen/train/ent_coef   | 5.11e-05 |
|    gen/train/ent_coe... | 0.0461   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.86e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.626    |
|    disc/disc_acc_expert | 0.655    |
|    disc/disc_acc_gen    | 0.597    |
|    disc/disc_entropy    | 0.689    |
|    disc/disc_loss       | 0.661    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 38       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 139      |
|    gen/time/episodes    | 9.6e+03  |
|    gen/time/fps         | 9.32e+03 |
|    gen/time/time_ela... | 618      |
|    gen/time/total_ti... | 1.92e+06 |
|    gen/train/actor_loss | -0.913   |
|    gen/train/critic_... | 0.000159 |
|    gen/train/ent_coef   | 4.95e-05 |
|    gen/train/ent_coe... | -0.0308  |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.92e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.678    |
|    disc/disc_acc_expert | 0.68     |
|    disc/disc_acc_gen    | 0.676    |
|    disc/disc_entropy    | 0.689    |
|    disc/disc_loss       | 0.657    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 39       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 138      |
|    gen/time/episodes    | 9.86e+03 |
|    gen/time/fps         | 9.39e+03 |
|    gen/time/time_ela... | 636      |
|    gen/time/total_ti... | 1.97e+06 |
|    gen/train/actor_loss | -0.92    |
|    gen/train/critic_... | 0.000196 |
|    gen/train/ent_coef   | 4.86e-05 |
|    gen/train/ent_coe... | 0.0275   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 1.97e+06 |
--------------------------------------
--------------------------------------
| mean/                   |          |
|    disc/disc_acc        | 0.611    |
|    disc/disc_acc_expert | 0.704    |
|    disc/disc_acc_gen    | 0.518    |
|    disc/disc_entropy    | 0.689    |
|    disc/disc_loss       | 0.662    |
|    disc/disc_proport... | 0.5      |
|    disc/global_step     | 40       |
|    disc/n_expert        | 1.5e+04  |
|    disc/n_generated     | 1.5e+04  |
|    gen/rollout/ep_le... | 200      |
|    gen/rollout/ep_re... | 139      |
|    gen/time/episodes    | 1.01e+04 |
|    gen/time/fps         | 9.55e+03 |
|    gen/time/time_ela... | 619      |
|    gen/time/total_ti... | 2.02e+06 |
|    gen/train/actor_loss | -0.872   |
|    gen/train/critic_... | 7.09e-05 |
|    gen/train/ent_coef   | 3.84e-05 |
|    gen/train/ent_coe... | -0.176   |
|    gen/train/learnin... | 0.0003   |
|    gen/train/n_updates  | 2.02e+06 |
--------------------------------------
